order_id,date,time
928,16/01/2016,14:14:40 
10529,26/06/2016,14:10:42 
9409,07/06/2016,15:51 PM 
9404,07/06/2016,15:11 PM 
13500,13/08/2016,00:00 AM 
881,15/01/2016,16:40:04 
12047,20/07/2016,19:10 PM 
20520,15/12/2016,12:52:15 
13209,08/08/2016,20:54 PM 
11427,10/07/2016,15:19:48 
3424,27/02/2016, 
4527,17/03/2016,19:49 PM 
3150,22/02/2016,16:23 PM 
11034,04/07/2016,14H 36M 10S 
6392,18/04/2016,12:21 PM 
1896,01/02/2016,17H 28M 49S 
11789,16/07/2016, 
21159,27/12/2016,15H 31M 04S 
1566,27/01/2016,00:00 AM 
7616,08/05/2016,17H 42M 07S 
12406,26/07/2016,16:36:33 
9979,16/06/2016,19:17:34 
8592,24/05/2016,14:56:02 
15960,26/09/2016,16H 05M 07S 
5818,08/04/2016,13:43 PM 
14702,03/09/2016,13:55:34 
16238,01/10/2016,12:19 PM 
720,12/01/2016,17:53:59 
16566,10/07/2016,00H 00M 00S 
1191,20/01/2016,19:56:41 
12155,22/07/2016,17:42:45 
5622,04/04/2016, 
11494,11/07/2016,17H 32M 59S 
18656,14/11/2016,00:00:00 
2766,15/02/2016,19:30 PM 
9872,15/06/2016,12:22 PM 
18649,14/11/2016,16H 54M 26S 
16450,04/10/2016,13:53 PM 
17378,22/10/2016,00H 00M 00S 
8785,27/05/2016,19H 49M 07S 
6708,23/04/2016,13H 57M 44S 
4944,25/03/2016,00:00 AM 
12336,25/07/2016,16H 25M 38S 
11905,18/07/2016,13:57:38 
11098,04/07/2016,20:43:30 
19872,04/12/2016,14H 30M 30S 
19769,12/02/2016, 
10648,28/06/2016,00H 00M 00S 
7654,09/05/2016,12:35 PM 
10308,22/06/2016,00:00:00 
15867,22/09/2016,19H 06M 57S 
14842,05/09/2016,18:24:21 
14802,09/04/2016,00:00 AM 
11179,06/07/2016,13:11:10 
4769,21/03/2016,19:41 PM 
5263,30/03/2016,13H 23M 38S 
2381,09/02/2016,16:49:40 
14116,23/08/2016,20:58 PM 
3757,05/03/2016,12:33:09 
6901,26/04/2016,15:04 PM 
14027,22/08/2016,14:40:56 
3927,07/03/2016,20H 57M 08S 
16405,03/10/2016,16:37:26 
9106,02/06/2016,13H 05M 06S 
9627,11/06/2016,12:01 PM 
15063,09/09/2016,16:55:37 
7481,06/05/2016,13H 33M 13S 
8775,27/05/2016,00:00 AM 
4195,12/03/2016,14:47:42 
13694,16/08/2016,18:22:51 
6686,22/04/2016,20:35 PM 
11816,17/07/2016,12:32:51 
314,06/01/2016,12:11 PM 
17025,15/10/2016,19H 18M 24S 
3426,27/02/2016,15H 27M 21S 
8445,22/05/2016,11H 20M 20S 
14975,09/08/2016,00:00:00 
7135,30/04/2016,15:54 PM 
21157,27/12/2016,15:28:24 
17665,28/10/2016,00:00:00 
2913,18/02/2016,00:00 AM 
12645,30/07/2016, 
9938,16/06/2016,11:30 AM 
1972,02/02/2016,00:00 AM 
4992,25/03/2016,21:11 PM 
2966,19/02/2016,13H 37M 11S 
20064,07/12/2016,17H 10M 00S 
1361,23/01/2016,17:46 PM 
8972,30/05/2016,00:00 AM 
16789,11/10/2016,13H 55M 27S 
16081,28/09/2016,15H 40M 49S 
10994,03/07/2016,20:23 PM 
519,09/01/2016,13:15:20 
17931,01/11/2016,22:00:07 
3813,03/05/2016, 
6100,13/04/2016,12:36:41 
8339,20/05/2016, 
16162,29/09/2016,20:37:28 
5278,30/03/2016,00H 00M 00S 
12559,29/07/2016,13:55 PM 
11260,07/07/2016,18:46 PM 
1275,22/01/2016,13H 26M 25S 
16257,01/10/2016,13:39:50 
18930,19/11/2016,18:26:00 
3738,04/03/2016,18:36:42 
19005,20/11/2016,20:04 PM 
9148,02/06/2016,20:42 PM 
10572,26/06/2016,00:00:00 
4785,22/03/2016,12:31 PM 
8848,29/05/2016,11:55 AM 
6846,25/04/2016,17:09 PM 
17497,24/10/2016,19:25:09 
20241,10/12/2016,16:10 PM 
689,12/01/2016,12:33:22 
19724,12/01/2016,00H 00M 00S 
18018,11/03/2016,00:00 AM 
12041,20/07/2016,18H 23M 07S 
14535,31/08/2016,00:00 AM 
20019,06/12/2016,19:12 PM 
14997,08/09/2016,15H 01M 35S 
5570,04/04/2016,00:00:00 
17224,20/10/2016,12H 37M 34S 
15272,12/09/2016,18H 37M 31S 
10818,07/01/2016,00:00:00 
18242,07/11/2016,16:52 PM 
19404,27/11/2016,11:32:40 
13086,06/08/2016,19:59:15 
3314,25/02/2016,15H 54M 56S 
12006,20/07/2016,00:00:00 
15762,20/09/2016,19:51:23 
2134,05/02/2016,14H 36M 32S 
4373,15/03/2016, 
13673,16/08/2016,00H 00M 00S 
9418,07/06/2016,17H 18M 18S 
11144,07/05/2016,00H 00M 00S 
10667,28/06/2016,17:01 PM 
3429,27/02/2016,00:00 AM 
20768,18/12/2016, 
6955,27/04/2016,13H 10M 33S 
1823,31/01/2016,18H 19M 33S 
9629,11/06/2016,12:11:07 
6621,21/04/2016,19:21 PM 
11062,04/07/2016,17:56 PM 
7023,28/04/2016,13:52:51 
3503,28/02/2016,00:00:00 
16123,29/09/2016, 
18588,13/11/2016,17H 16M 30S 
3562,01/03/2016,18H 41M 16S 
6,01/01/2016,12:29:36 
18313,08/11/2016,18H 02M 50S 
6834,25/04/2016,13H 57M 15S 
2921,18/02/2016,17:13:58 
19784,02/12/2016,20:07:40 
14400,28/08/2016,20:41 PM 
19481,27/11/2016,19:40:36 
6601,21/04/2016,16:23 PM 
4004,03/09/2016,00:00:00 
17993,03/11/2016,12:01:51 
14707,03/09/2016,15:59:46 
9034,01/06/2016,12H 08M 28S 
2144,05/02/2016,17H 48M 08S 
19377,26/11/2016,00H 00M 00S 
15983,26/09/2016,00:00 AM 
5573,04/04/2016,00:00:00 
14518,31/08/2016,11:51 AM 
18147,06/11/2016,11H 21M 21S 
7705,09/05/2016,22:18 PM 
3539,01/03/2016,14:08:51 
12505,28/07/2016,13:48 PM 
8157,16/05/2016,20:04:40 
10078,18/06/2016,16H 15M 34S 
11237,07/07/2016,13H 24M 47S 
7590,08/05/2016,12:32:04 
20744,18/12/2016,18:28 PM 
12151,22/07/2016,16:54 PM 
13135,07/08/2016,19:49 PM 
18138,05/11/2016,20:28:16 
2129,02/05/2016,00:00 AM 
4028,09/03/2016,17:04 PM 
16946,15/10/2016,11:55:45 
8449,22/05/2016,12H 30M 54S 
20328,12/11/2016,00H 00M 00S 
13127,07/08/2016,18H 42M 24S 
13720,17/08/2016,12:08:55 
7340,03/05/2016, 
2792,16/02/2016,12:56:07 
19704,12/01/2016,00H 00M 00S 
3609,02/03/2016,15:53:54 
5990,11/04/2016,15:55 PM 
18539,12/11/2016,17:45 PM 
7401,04/05/2016,17:51:48 
3740,04/03/2016,19H 17M 24S 
3301,25/02/2016,13H 18M 01S 
12917,04/08/2016, 
16764,10/10/2016,20H 00M 31S 
6433,18/04/2016,19:23 PM 
15524,16/09/2016, 
17570,27/10/2016, 
6350,17/04/2016,14H 11M 12S 
9064,01/06/2016,15H 54M 38S 
2934,18/02/2016,00:00:00 
10523,26/06/2016, 
5391,04/01/2016,00:00:00 
14420,29/08/2016,13:08 PM 
4074,10/03/2016,13:33:17 
2752,15/02/2016,17H 29M 20S 
6268,15/04/2016,22:15 PM 
870,15/01/2016,00:00 AM 
14974,08/09/2016, 
11996,19/07/2016,19H 43M 33S 
1631,28/01/2016, 
18982,20/11/2016,16:30 PM 
6255,15/04/2016,18:36:42 
15531,16/09/2016,21:40 PM 
10211,20/06/2016,20H 09M 46S 
15031,09/08/2016,00H 00M 00S 
5,01/01/2016,00:00 AM 
19503,27/11/2016, 
14632,01/09/2016,22H 44M 38S 
17007,15/10/2016,17H 50M 12S 
14425,29/08/2016,13:53 PM 
5273,30/03/2016,00:00:00 
8123,16/05/2016,14H 54M 33S 
14115,23/08/2016,00H 00M 00S 
12279,24/07/2016,17H 36M 21S 
6648,22/04/2016, 
8935,30/05/2016,16H 00M 27S 
10632,27/06/2016,19:51:14 
10244,21/06/2016,15H 15M 47S 
11951,19/07/2016,00H 00M 00S 
271,05/01/2016,14:22:19 
13888,19/08/2016,22:30 PM 
16950,15/10/2016,00H 00M 00S 
105,02/01/2016,18:12:01 
215,04/01/2016,13:44:49 
3180,23/02/2016,12H 44M 52S 
17711,29/10/2016,00:00:00 
9475,08/06/2016,17H 08M 53S 
397,07/01/2016,14H 31M 10S 
922,16/01/2016,13:19 PM 
5847,08/04/2016,18:15 PM 
16861,13/10/2016,17H 48M 24S 
14289,27/08/2016,00:00:00 
19705,01/12/2016,16:37:25 
9143,06/02/2016,00:00 AM 
19405,27/11/2016,00:00 AM 
12970,05/08/2016,11H 37M 22S 
14145,24/08/2016,15H 39M 46S 
6284,16/04/2016,00:00 AM 
5807,08/04/2016,12:17 PM 
2035,03/02/2016,17H 16M 16S 
8290,19/05/2016, 
2873,17/02/2016,18H 46M 36S 
803,14/01/2016,13H 37M 51S 
14773,04/09/2016,16:55 PM 
11567,12/07/2016,19H 52M 36S 
9236,04/06/2016,16:16 PM 
461,08/01/2016,14:21 PM 
14435,29/08/2016,15H 16M 32S 
5575,04/04/2016,13:49:37 
7595,08/05/2016,13:24:28 
9863,14/06/2016,00H 00M 00S 
7129,30/04/2016,14:05 PM 
12510,28/07/2016,00:00 AM 
17171,18/10/2016,13H 05M 09S 
6254,15/04/2016,00:00:00 
567,01/10/2016,00:00 AM 
13778,18/08/2016,00H 00M 00S 
8039,15/05/2016, 
752,13/01/2016,15:19:25 
9737,12/06/2016,19:20 PM 
13669,16/08/2016,12H 15M 46S 
20880,20/12/2016,22:16:54 
6919,26/04/2016,18:30:53 
17275,21/10/2016, 
16474,04/10/2016,19:54:10 
2162,05/02/2016,20:15 PM 
10895,02/07/2016,15:50 PM 
18317,08/11/2016,18:33 PM 
10328,22/06/2016, 
3478,28/02/2016, 
8558,23/05/2016,20H 12M 33S 
18374,09/11/2016,19H 45M 39S 
11679,14/07/2016,19H 39M 14S 
20581,16/12/2016,13H 09M 38S 
4923,24/03/2016,18:48 PM 
14058,22/08/2016,00H 00M 00S 
17447,23/10/2016,20:10 PM 
16509,06/10/2016,13:56 PM 
5159,28/03/2016,16:38:35 
6921,26/04/2016,19H 20M 07S 
4998,26/03/2016,11:34 AM 
6817,24/04/2016,22:25:24 
972,16/01/2016,22H 03M 09S 
9838,14/06/2016,00H 00M 00S 
9972,16/06/2016,18H 12M 01S 
13895,20/08/2016,12:12:23 
526,09/01/2016,15:10:13 
14181,25/08/2016,12:19:59 
16033,27/09/2016,17:57:29 
8161,16/05/2016,20H 58M 45S 
1474,25/01/2016,16H 52M 12S 
20548,15/12/2016,18:35:23 
1072,18/01/2016,18:32 PM 
10156,19/06/2016, 
4530,17/03/2016,00H 00M 00S 
18568,13/11/2016,13H 07M 13S 
9315,06/05/2016,00H 00M 00S 
7253,02/05/2016, 
12561,29/07/2016, 
6962,27/04/2016,15H 03M 10S 
104,02/01/2016,18:02 PM 
11137,05/07/2016,15H 13M 04S 
5773,07/04/2016,17:43:39 
5998,11/04/2016,16:31 PM 
14436,29/08/2016,00:00 AM 
15043,09/09/2016,12:39:14 
9197,03/06/2016,19:02:28 
12012,20/07/2016,13:07 PM 
16310,01/10/2016,20:19:04 
16893,14/10/2016,00:00:00 
17416,23/10/2016,16:05 PM 
9503,08/06/2016, 
10413,24/06/2016,15:24 PM 
14928,07/09/2016,13H 15M 10S 
9929,15/06/2016,20:55:50 
9876,15/06/2016,12:48 PM 
2504,11/02/2016,17H 12M 25S 
8514,22/05/2016,23H 02M 31S 
8412,21/05/2016,16H 55M 38S 
18791,17/11/2016,00:00:00 
8151,16/05/2016,19:21:25 
16418,03/10/2016,19:04 PM 
13474,13/08/2016,13:26:13 
10995,07/03/2016,00:00:00 
8187,17/05/2016,15H 34M 32S 
1127,19/01/2016,00:00:00 
18697,15/11/2016,13:31 PM 
874,15/01/2016,15:20 PM 
14934,07/09/2016,13H 58M 24S 
5942,10/04/2016,17:32:27 
13884,19/08/2016,21:01 PM 
6325,16/04/2016, 
8819,28/05/2016,15:11 PM 
14876,09/06/2016,00H 00M 00S 
15188,11/09/2016,16:28 PM 
8350,20/05/2016,00H 00M 00S 
9732,12/06/2016,18:18 PM 
4441,16/03/2016,00:00:00 
6602,21/04/2016,16H 25M 21S 
15100,10/09/2016,12:32 PM 
3480,28/02/2016, 
21344,31/12/2016, 
13954,21/08/2016,12:52 PM 
3614,02/03/2016,16:58:21 
5304,30/03/2016,21H 16M 48S 
9796,13/06/2016,19:44 PM 
10674,28/06/2016,18H 19M 31S 
10695,29/06/2016, 
18894,19/11/2016,00:00 AM 
13523,14/08/2016,12:54 PM 
17487,24/10/2016,18:26 PM 
9775,13/06/2016,16H 40M 44S 
4841,23/03/2016,13H 45M 24S 
10593,27/06/2016,15:18 PM 
18106,11/05/2016,00:00 AM 
1405,24/01/2016,15:00:13 
17552,25/10/2016,18:51 PM 
4123,11/03/2016,12H 53M 38S 
1388,23/01/2016,22:04 PM 
8264,18/05/2016,19:35:01 
16455,10/04/2016,00:00:00 
14319,27/08/2016,16H 39M 00S 
2689,14/02/2016,17H 48M 59S 
3919,07/03/2016,19H 48M 54S 
7250,05/02/2016,00H 00M 00S 
19859,04/12/2016,13:05:51 
7344,03/05/2016,17:43 PM 
17469,24/10/2016,13:53:48 
1186,20/01/2016,19:19:55 
11315,08/07/2016,17:20 PM 
818,14/01/2016,17:15:50 
2132,02/05/2016,00H 00M 00S 
3500,28/02/2016,00:00:00 
15970,26/09/2016,18H 18M 57S 
12720,31/07/2016,00:00:00 
9633,11/06/2016, 
2084,02/04/2016,00H 00M 00S 
5952,10/04/2016,18:41 PM 
21223,29/12/2016,00:00:00 
8082,15/05/2016,19:48:38 
18916,19/11/2016,16H 47M 25S 
3293,25/02/2016,12H 41M 42S 
4873,23/03/2016,20H 25M 39S 
9340,06/06/2016,13:45 PM 
20857,20/12/2016, 
5166,28/03/2016,17:47 PM 
10923,02/07/2016,21:24 PM 
15082,09/09/2016,18H 45M 31S 
4184,12/03/2016,12:19:43 
21188,28/12/2016,12:38:39 
1439,24/01/2016,19:56 PM 
8876,29/05/2016,17:27:21 
18922,19/11/2016,17:39 PM 
9870,15/06/2016,12H 15M 41S 
12744,01/08/2016,13:45:18 
9970,16/06/2016,18H 06M 39S 
10642,27/06/2016,21:58:36 
384,01/07/2016,00:00 AM 
6285,16/04/2016,14:23 PM 
580,10/01/2016,13H 56M 01S 
9851,14/06/2016,18H 37M 14S 
4577,18/03/2016,17:51 PM 
13504,13/08/2016,19H 31M 48S 
10303,22/06/2016,00:00 AM 
9317,05/06/2016,19:53:38 
12881,03/08/2016,14H 36M 51S 
12833,02/08/2016,17:57 PM 
15333,13/09/2016,00H 00M 00S 
1685,29/01/2016,13H 36M 52S 
18904,19/11/2016,14:12:59 
15287,09/12/2016,00:00:00 
6658,22/04/2016,15H 41M 01S 
21078,24/12/2016,16:46:31 
17140,17/10/2016,18:31:33 
8685,25/05/2016, 
19294,26/11/2016,11:47 AM 
16358,10/02/2016,00:00 AM 
19334,26/11/2016,16:03:51 
12762,01/08/2016,17:03:18 
20798,19/12/2016,00:00:00 
19811,03/12/2016,14H 23M 48S 
19842,03/12/2016,20:07:53 
9927,15/06/2016,00:00 AM 
5420,01/04/2016,19:06 PM 
11192,07/06/2016,00:00 AM 
12388,26/07/2016,13:59:04 
16062,28/09/2016,11:42:38 
7320,03/05/2016,13:33:54 
4405,16/03/2016,11H 55M 19S 
5559,03/04/2016,21:55:15 
5380,01/04/2016,12H 40M 08S 
6139,13/04/2016,00:00 AM 
16976,15/10/2016,13:56 PM 
7797,11/05/2016,17:39:42 
12200,23/07/2016,13:44:48 
16091,28/09/2016,17H 38M 38S 
8864,29/05/2016,14:17 PM 
12650,30/07/2016,18H 58M 28S 
8395,21/05/2016,13:04 PM 
13596,15/08/2016,12:37 PM 
11796,16/07/2016,18:23 PM 
434,08/01/2016,11:54 AM 
14739,03/09/2016,22:13:55 
20085,12/07/2016,00:00 AM 
7153,30/04/2016,17:57:30 
12962,08/04/2016,00:00 AM 
18623,13/11/2016,00H 00M 00S 
1237,21/01/2016,18H 10M 40S 
3482,28/02/2016,13:05 PM 
13022,05/08/2016,19H 57M 33S 
10943,03/07/2016,13H 27M 46S 
6039,12/04/2016,11H 58M 58S 
17161,17/10/2016,22:10:45 
13871,19/08/2016,18:14 PM 
4534,17/03/2016,20H 45M 20S 
9921,15/06/2016,19:07 PM 
18662,14/11/2016,19:26:10 
17957,02/11/2016,14:38 PM 
17818,31/10/2016,14:03 PM 
12432,26/07/2016,22H 06M 38S 
408,07/01/2016,17:09:09 
12028,20/07/2016,15H 35M 42S 
3000,19/02/2016,19:57 PM 
6283,16/04/2016,00H 00M 00S 
1963,02/02/2016,15:59 PM 
9974,16/06/2016,18:53 PM 
6378,17/04/2016,19:44:08 
10105,19/06/2016,12:15 PM 
13013,05/08/2016,18:27:10 
17228,20/10/2016,13:03 PM 
6634,22/04/2016,11H 27M 55S 
15341,13/09/2016,20:39:51 
7685,09/05/2016,18:26 PM 
510,09/01/2016,12H 15M 03S 
11005,03/07/2016,21:29 PM 
7198,01/05/2016,14:27:42 
13171,08/08/2016,16:20 PM 
1610,27/01/2016,20:43 PM 
7721,10/05/2016,15:27:54 
15522,16/09/2016,19:25:24 
7098,29/04/2016,20:15 PM 
10487,25/06/2016,00:00 AM 
18282,11/08/2016,00H 00M 00S 
11628,13/07/2016,19H 15M 35S 
7825,05/12/2016,00:00 AM 
6438,18/04/2016,19H 56M 28S 
1256,22/01/2016,12:06:15 
20918,21/12/2016,17:19:56 
20109,08/12/2016,13:34:16 
10408,24/06/2016,14H 08M 42S 
7578,07/05/2016,22H 05M 04S 
15978,26/09/2016,19:42 PM 
2918,18/02/2016,16:59:11 
12056,20/07/2016,20H 10M 28S 
12447,27/07/2016,13:18:28 
1210,21/01/2016,13:20:41 
4625,19/03/2016, 
13492,13/08/2016,16:54:30 
16610,07/10/2016,21:14 PM 
15119,10/09/2016,14H 59M 48S 
4505,17/03/2016,17:17:44 
9010,31/05/2016,19:35 PM 
17726,29/10/2016,17:26 PM 
8548,23/05/2016,18H 51M 23S 
16695,09/10/2016,18:16 PM 
13513,14/08/2016,11:59:21 
784,13/01/2016,21H 39M 41S 
11017,03/07/2016,22:47 PM 
4461,16/03/2016,19:12:14 
3846,06/03/2016, 
13381,08/11/2016,00:00:00 
7455,05/05/2016,00H 00M 00S 
19720,01/12/2016,19:07:00 
14715,03/09/2016,17H 15M 00S 
554,09/01/2016,20:15 PM 
9673,06/11/2016, 
4585,18/03/2016,19:00 PM 
4988,25/03/2016,20:44:56 
7079,29/04/2016,16:47:13 
1936,02/02/2016,11H 34M 50S 
10819,07/01/2016,00H 00M 00S 
2848,17/02/2016,14H 02M 20S 
15788,21/09/2016,13:33:41 
20267,10/12/2016,21:47 PM 
8918,30/05/2016,00:00:00 
2126,05/02/2016,13:31 PM 
9734,12/06/2016, 
8730,26/05/2016,21:13:40 
16034,27/09/2016,18:25 PM 
17180,18/10/2016,15H 20M 51S 
154,03/01/2016,15:22:43 
17679,28/10/2016, 
20043,07/12/2016,12H 36M 41S 
18551,12/11/2016,20H 19M 57S 
11936,18/07/2016,19:45:16 
15798,21/09/2016,16H 40M 42S 
10215,20/06/2016,20:28:01 
15053,09/09/2016,00:00:00 
10216,20/06/2016,21H 07M 38S 
13213,08/08/2016,21:24 PM 
11751,15/07/2016,00H 00M 00S 
20987,22/12/2016,20:04 PM 
7783,11/05/2016,14:21:58 
14150,24/08/2016,16H 31M 54S 
4343,14/03/2016,19:53 PM 
18190,06/11/2016,18:19 PM 
9665,06/11/2016,00H 00M 00S 
10961,07/03/2016,00H 00M 00S 
1740,30/01/2016, 
11866,17/07/2016,19:47 PM 
5295,30/03/2016,19H 10M 56S 
12248,24/07/2016,11:43:47 
20368,12/12/2016,16:25 PM 
2909,18/02/2016,14:21 PM 
18842,18/11/2016,11H 55M 16S 
18030,03/11/2016,19:41 PM 
14906,06/09/2016,19:47:39 
788,14/01/2016,11:46:19 
13227,08/09/2016, 
4882,24/03/2016,00:00 AM 
15703,19/09/2016,19:02 PM 
4006,09/03/2016,12H 44M 49S 
12490,28/07/2016,11H 52M 42S 
16981,15/10/2016,00:00 AM 
10915,02/07/2016,18:55:29 
13074,06/08/2016,17:52:43 
5333,31/03/2016,15:16 PM 
10687,28/06/2016, 
11509,07/11/2016,00H 00M 00S 
2426,10/02/2016,13H 37M 25S 
7913,13/05/2016,15:50 PM 
10138,19/06/2016,16:43:13 
6961,27/04/2016,14:55:45 
3048,20/02/2016,17:45 PM 
8329,20/05/2016,12:23 PM 
6124,13/04/2016, 
15895,23/09/2016,13:03:35 
20074,07/12/2016, 
17151,17/10/2016,20:09 PM 
15650,18/09/2016,00:00:00 
7644,08/05/2016,21:42 PM 
337,06/01/2016,15:03 PM 
15736,20/09/2016,00:00:00 
4938,24/03/2016,22H 14M 02S 
4947,25/03/2016,12H 09M 12S 
16699,09/10/2016,19:11:22 
2929,18/02/2016,18H 22M 28S 
15791,21/09/2016,14:18:00 
7041,28/04/2016,17:42:50 
15175,11/09/2016,14H 14M 32S 
2772,15/02/2016,21H 02M 21S 
18136,05/11/2016,20H 18M 36S 
10003,17/06/2016,12H 42M 25S 
6170,14/04/2016,13H 22M 26S 
20290,11/12/2016, 
16476,04/10/2016,20:02 PM 
7732,10/05/2016,17H 11M 33S 
19774,02/12/2016, 
12986,05/08/2016,13H 14M 50S 
9789,13/06/2016,18H 47M 01S 
4423,16/03/2016,00:00 AM 
3796,05/03/2016,17H 19M 11S 
16875,13/10/2016,20H 02M 18S 
16439,04/10/2016,10:54 AM 
1854,01/02/2016,12:27 PM 
3937,07/03/2016,23:02 PM 
18817,17/11/2016,18:07 PM 
9603,10/06/2016, 
12116,22/07/2016,11:39:20 
10814,01/07/2016,13:34 PM 
19252,25/11/2016,14:27 PM 
9559,09/06/2016,20:06:09 
681,01/11/2016,00:00:00 
20675,17/12/2016,18:04:07 
10403,24/06/2016,13:22:43 
12470,27/07/2016,18:01:01 
1555,27/01/2016,12:07 PM 
15338,13/09/2016,20:10:35 
16264,01/10/2016,14H 46M 34S 
2526,02/11/2016,00:00 AM 
4226,12/03/2016,20:58:53 
20659,17/12/2016,14:39:49 
4821,23/03/2016,11:23 AM 
19505,27/11/2016,21H 28M 18S 
18862,18/11/2016,16:17 PM 
19291,26/11/2016,11:37 AM 
13586,14/08/2016,21:04:07 
16425,03/10/2016,19:57:12 
9511,09/06/2016,12H 11M 21S 
21247,30/12/2016,11:37:28 
5671,05/04/2016,19:27:29 
8971,30/05/2016,22H 21M 00S 
17045,15/10/2016,22:29:41 
17935,11/02/2016,00:00:00 
17116,17/10/2016,00H 00M 00S 
969,16/01/2016,21:36:19 
3576,03/01/2016,00:00:00 
15889,23/09/2016,12:18:29 
10735,29/06/2016,19:31 PM 
17101,16/10/2016,20:43 PM 
303,05/01/2016,20:02 PM 
7388,04/05/2016,16:16:09 
3041,20/02/2016,00:00 AM 
11944,18/07/2016,00:00 AM 
17127,17/10/2016,16H 10M 38S 
6372,17/04/2016,18:53:17 
2890,18/02/2016,11:32:11 
5386,01/04/2016,12:57:44 
5539,03/04/2016, 
1588,27/01/2016, 
20778,19/12/2016,12H 44M 45S 
19746,02/12/2016, 
19528,28/11/2016,15H 07M 58S 
19165,23/11/2016, 
18101,11/05/2016,00:00:00 
3549,01/03/2016,16:58:16 
11878,17/07/2016,21:30 PM 
16489,04/10/2016,22:15 PM 
12065,21/07/2016,12:08:15 
18043,04/11/2016,12:09:42 
14023,22/08/2016,00H 00M 00S 
3533,03/01/2016,00:00:00 
13516,14/08/2016,00:00:00 
15813,21/09/2016,00:00:00 
19015,20/11/2016,00H 00M 00S 
3798,05/03/2016,17H 24M 03S 
3817,06/03/2016,12:13 PM 
15434,15/09/2016,00H 00M 00S 
11126,05/07/2016,12H 39M 01S 
18116,05/11/2016,15:23 PM 
1118,19/01/2016,17:19:49 
21220,29/12/2016,00:00 AM 
8222,18/05/2016,11:32 AM 
21266,30/12/2016,17H 28M 50S 
9616,10/06/2016,19:10 PM 
13847,19/08/2016, 
4926,24/03/2016,19H 00M 07S 
16158,29/09/2016,18:50 PM 
2071,04/02/2016, 
4849,23/03/2016,16H 30M 24S 
14970,07/09/2016,21H 59M 38S 
13483,13/08/2016,15:18:05 
4204,12/03/2016,16:10:28 
6731,23/04/2016,17:54 PM 
284,05/01/2016,16:58:16 
17586,27/10/2016,15:46 PM 
2958,19/02/2016,12:56 PM 
17604,27/10/2016, 
14635,09/02/2016,00:00 AM 
4678,20/03/2016,13:52 PM 
13438,12/08/2016,17H 46M 00S 
12623,30/07/2016, 
20046,07/12/2016,12:44:37 
6007,04/11/2016,00:00 AM 
10904,02/07/2016,17H 02M 55S 
20292,11/12/2016,13:45:57 
83,02/01/2016,12H 53M 27S 
2000,03/02/2016,12H 14M 27S 
1008,17/01/2016,00H 00M 00S 
17256,20/10/2016,18:40:58 
10646,28/06/2016, 
20995,23/12/2016,11H 33M 33S 
3789,05/03/2016,16:12:54 
9985,16/06/2016,20H 24M 04S 
8030,15/05/2016,00:00:00 
12967,04/08/2016,22H 14M 50S 
18243,11/07/2016,00H 00M 00S 
5370,31/03/2016,22:15:48 
18262,11/07/2016,00:00 AM 
14841,05/09/2016,18H 12M 56S 
2531,11/02/2016,20:22 PM 
19579,29/11/2016,14H 10M 38S 
4549,18/03/2016,12:31:00 
5094,27/03/2016,00:00 AM 
16685,09/10/2016,15H 42M 56S 
10789,30/06/2016,20H 17M 03S 
18774,16/11/2016,18:16 PM 
19501,27/11/2016,00:00 AM 
12729,31/07/2016,22H 25M 10S 
9740,12/06/2016,20H 00M 30S 
7258,02/05/2016,14:53 PM 
17840,31/10/2016,17H 51M 49S 
21084,24/12/2016, 
8344,20/05/2016,00:00 AM 
13107,07/08/2016,13:33:40 
15269,12/09/2016,18:28 PM 
7228,01/05/2016,19:37 PM 
2179,06/02/2016,11H 54M 09S 
14556,31/08/2016,18:22 PM 
6753,24/04/2016,12H 08M 44S 
8603,24/05/2016,16:41:14 
19061,21/11/2016,19:50 PM 
17973,02/11/2016,17:39 PM 
16069,28/09/2016, 
12111,21/07/2016,21:01:38 
10824,01/07/2016,16:02:50 
20079,07/12/2016,19:45 PM 
7287,05/02/2016, 
8727,26/05/2016,00:00:00 
20893,21/12/2016,00H 00M 00S 
17787,30/10/2016,18:26:46 
11286,07/08/2016,00H 00M 00S 
18042,11/04/2016,00:00 AM 
8843,28/05/2016,19H 57M 42S 
11243,07/07/2016,16:14 PM 
8849,29/05/2016,11:59 AM 
15360,14/09/2016,12H 57M 49S 
3304,25/02/2016,13H 36M 09S 
12377,26/07/2016,11:30:45 
627,01/10/2016,00:00 AM 
15415,15/09/2016,12:34 PM 
1613,27/01/2016,00H 00M 00S 
16589,07/10/2016,17:31:15 
5073,27/03/2016,12:56 PM 
20682,17/12/2016,19:21:24 
9579,06/10/2016,00:00 AM 
16137,29/09/2016,15:36:34 
10525,26/06/2016,00H 00M 00S 
2704,14/02/2016,19:11 PM 
14049,22/08/2016,18:40:35 
20514,15/12/2016,12H 14M 37S 
5679,05/04/2016,22H 15M 18S 
4295,13/03/2016,00H 00M 00S 
3225,24/02/2016,11H 44M 17S 
517,09/01/2016,13:09:11 
2369,09/02/2016,14H 00M 19S 
17921,01/11/2016,19H 02M 56S 
14619,01/09/2016,18:45:17 
4677,20/03/2016,13:43:36 
8165,16/05/2016,21H 24M 05S 
8197,17/05/2016,18:01:10 
1377,23/01/2016, 
7454,05/05/2016,19:47 PM 
7675,09/05/2016, 
12340,25/07/2016,17H 01M 33S 
